godine,bracni_status,rasa,tip_posla,zdravstveno_osiguranje,plata,obrazovanje
22.0,udovci,,industrijski,da,53003.0,master
42.0,u braku,bela,industrijski,da,48154.0,master
34.0,u braku,crna,,da,93617.0,osnovne studije
37.0,,bela,informacioni,da,48750.0,master
40.0,u braku,azijska,industrijski,da,68323.0,master
47.0,u braku,azijska,industrijski,da,67133.0,osnovne studije
55.0,sami,azijska,informacioni,da,30721.0,osnovne studije
38.0,sami,bela,informacioni,ne,47789.0,osnovne studije
37.0,sami,crna,,da,40791.0,osnovne studije
30.0,sami,bela,informacioni,ne,47115.0,osnovne studije
47.0,u braku,crna,industrijski,da,,osnovne studije
31.0,sami,bela,informacioni,ne,47479.0,osnovne studije
32.0,udovci,bela,informacioni,da,56654.0,osnovne studije
44.0,u braku,bela,informacioni,da,97636.0,osnovne studije
39.0,u braku,bela,informacioni,ne,58525.0,osnovne studije
47.0,u braku,bela,informacioni,da,68135.0,doktorat
68.0,u braku,bela,industrijski,da,39900.0,osnovne studije
39.0,u braku,crna,informacioni,da,54666.0,master
34.0,sami,bela,industrijski,da,57250.0,osnovne studije
49.0,udovci,bela,informacioni,da,57796.0,osnovne studije
37.0,u braku,crna,informacioni,ne,37297.0,osnovne studije
57.0,u braku,bela,informacioni,da,37469.0,osnovne studije
49.0,udovci,bela,industrijski,da,39203.0,osnovne studije
15.0,u braku,bela,industrijski,da,45410.0,osnovne studije
49.0,,bela,informacioni,da,56652.0,osnovne studije
41.0,,bela,informacioni,da,70709.0,osnovne studije
29.0,u braku,bela,informacioni,da,39438.0,master
,sami,bela,industrijski,,51005.0,osnovne studije
58.0,u braku,bela,informacioni,ne,63141.0,osnovne studije
32.0,udovci,crna,informacioni,da,68112.0,master
35.0,sami,druga,informacioni,ne,64605.0,master
45.0,sami,azijska,informacioni,ne,107608.0,osnovne studije
49.0,u braku,druga,informacioni,da,37997.0,osnovne studije
45.0,u braku,bela,informacioni,da,46186.0,osnovne studije
46.0,u braku,bela,industrijski,da,28904.0,master
63.0,u braku,bela,industrijski,da,44929.0,osnovne studije
33.0,u braku,bela,informacioni,ne,55599.0,
31.0,u braku,crna,informacioni,da,80965.0,osnovne studije
31.0,sami,bela,industrijski,ne,40959.0,osnovne studije
43.0,u braku,bela,industrijski,da,38678.0,osnovne studije
42.0,u braku,,informacioni,da,97336.0,master
42.0,u braku,crna,industrijski,da,51774.0,osnovne studije
35.0,u braku,azijska,informacioni,da,41384.0,master
51.0,u braku,crna,industrijski,,54289.0,osnovne studije
26.0,u braku,bela,industrijski,da,51664.0,osnovne studije
33.0,sami,bela,industrijski,da,76766.0,master
52.0,udovci,bela,industrijski,ne,48394.0,doktorat
33.0,udovci,,informacioni,da,31798.0,doktorat
42.0,udovci,azijska,industrijski,da,,master
46.0,udovci,bela,informacioni,da,50627.0,
47.0,u braku,bela,informacioni,da,44097.0,master
49.0,sami,crna,informacioni,da,31663.0,osnovne studije
38.0,u braku,azijska,industrijski,,35080.0,master
40.0,u braku,,industrijski,ne,30512.0,osnovne studije
34.0,sami,bela,industrijski,ne,42328.0,master
35.0,u braku,druga,industrijski,da,46787.0,master
28.0,u braku,crna,informacioni,ne,52897.0,master
28.0,udovci,bela,industrijski,ne,64136.0,osnovne studije
48.0,u braku,bela,informacioni,da,49157.0,master
36.0,sami,bela,industrijski,da,60959.0,doktorat
26.0,u braku,bela,industrijski,ne,63998.0,doktorat
41.0,udovci,bela,informacioni,da,85043.0,master
69.0,u braku,bela,industrijski,ne,51864.0,master
,sami,bela,informacioni,ne,51075.0,master
41.0,u braku,bela,,da,74606.0,osnovne studije
41.0,u braku,bela,industrijski,ne,67517.0,osnovne studije
52.0,u braku,crna,informacioni,da,86736.0,osnovne studije
35.0,u braku,,informacioni,da,50364.0,osnovne studije
41.0,u braku,bela,industrijski,da,45469.0,osnovne studije
38.0,u braku,crna,industrijski,da,,master
42.0,u braku,azijska,industrijski,da,55589.0,osnovne studije
53.0,sami,bela,informacioni,da,127546.0,osnovne studije
39.0,u braku,bela,informacioni,da,,osnovne studije
26.0,u braku,crna,industrijski,da,71008.0,
29.0,u braku,bela,informacioni,da,38907.0,osnovne studije
36.0,u braku,bela,informacioni,da,67680.0,osnovne studije
45.0,u braku,bela,industrijski,,59275.0,osnovne studije
24.0,u braku,bela,industrijski,,54959.0,osnovne studije
44.0,udovci,azijska,,ne,42251.0,osnovne studije
41.0,u braku,bela,informacioni,ne,,osnovne studije
41.0,sami,bela,informacioni,da,50101.0,osnovne studije
36.0,udovci,druga,informacioni,,44841.0,
38.0,u braku,bela,informacioni,da,62484.0,
,u braku,crna,,da,29933.0,osnovne studije
41.0,u braku,azijska,informacioni,ne,85199.0,master
52.0,u braku,bela,informacioni,,54959.0,osnovne studije
34.0,sami,crna,industrijski,da,,osnovne studije
48.0,sami,azijska,informacioni,da,48012.0,osnovne studije
42.0,u braku,bela,informacioni,da,58713.0,master
44.0,u braku,bela,informacioni,da,63765.0,osnovne studije
49.0,u braku,bela,industrijski,ne,26119.0,osnovne studije
50.0,u braku,,industrijski,da,48341.0,master
32.0,sami,druga,industrijski,ne,54287.0,osnovne studije
19.0,u braku,bela,industrijski,da,59944.0,osnovne studije
45.0,udovci,azijska,industrijski,ne,,doktorat
62.0,sami,crna,,da,104188.0,
32.0,u braku,druga,informacioni,da,57743.0,osnovne studije
28.0,sami,druga,industrijski,da,57114.0,master
40.0,u braku,bela,informacioni,da,36852.0,osnovne studije
49.0,u braku,druga,industrijski,ne,27616.0,osnovne studije
48.0,sami,bela,informacioni,da,81250.0,osnovne studije
45.0,sami,azijska,informacioni,da,52286.0,master
,,bela,informacioni,da,43851.0,master
49.0,udovci,crna,informacioni,da,73249.0,osnovne studije
40.0,u braku,bela,informacioni,da,49588.0,osnovne studije
,sami,bela,informacioni,ne,55755.0,osnovne studije
,sami,bela,informacioni,da,64231.0,master
30.0,sami,bela,informacioni,da,70347.0,osnovne studije
60.0,u braku,druga,industrijski,da,27690.0,osnovne studije
25.0,u braku,bela,informacioni,da,36451.0,osnovne studije
42.0,sami,crna,informacioni,da,96772.0,master
50.0,sami,azijska,informacioni,ne,45888.0,osnovne studije
44.0,u braku,bela,industrijski,da,45130.0,doktorat
34.0,u braku,crna,informacioni,ne,63156.0,osnovne studije
44.0,u braku,bela,informacioni,ne,53726.0,master
41.0,sami,,industrijski,da,45561.0,
47.0,u braku,bela,industrijski,da,59062.0,master
38.0,u braku,crna,informacioni,da,50513.0,osnovne studije
,sami,bela,industrijski,da,59805.0,osnovne studije
49.0,u braku,bela,industrijski,,59953.0,master
53.0,sami,bela,informacioni,,44170.0,osnovne studije
40.0,sami,bela,industrijski,da,61740.0,doktorat
39.0,u braku,bela,industrijski,da,46857.0,osnovne studije
,sami,,industrijski,da,51413.0,osnovne studije
36.0,u braku,crna,informacioni,da,55544.0,master
42.0,u braku,bela,informacioni,da,52796.0,osnovne studije
53.0,u braku,bela,,,28723.0,master
57.0,u braku,bela,industrijski,da,53308.0,osnovne studije
35.0,u braku,druga,,,36512.0,master
48.0,sami,crna,industrijski,,32380.0,osnovne studije
52.0,,bela,informacioni,da,44674.0,osnovne studije
28.0,u braku,bela,informacioni,da,42419.0,master
28.0,sami,bela,informacioni,da,55595.0,master
28.0,u braku,bela,informacioni,da,74246.0,master
,u braku,bela,informacioni,da,41807.0,osnovne studije
41.0,sami,azijska,industrijski,da,41005.0,osnovne studije
58.0,sami,crna,industrijski,da,80837.0,master
37.0,u braku,bela,industrijski,ne,36911.0,doktorat
21.0,sami,crna,industrijski,da,62968.0,osnovne studije
36.0,u braku,,informacioni,ne,74191.0,doktorat
,u braku,bela,informacioni,da,45043.0,osnovne studije
34.0,u braku,,industrijski,da,48162.0,osnovne studije
41.0,u braku,crna,industrijski,da,64929.0,master
45.0,u braku,crna,,da,48440.0,osnovne studije
34.0,u braku,bela,,da,41747.0,master
17.0,udovci,bela,industrijski,da,54339.0,osnovne studije
50.0,u braku,bela,informacioni,ne,56502.0,doktorat
44.0,,bela,informacioni,da,31982.0,osnovne studije
35.0,sami,bela,informacioni,ne,53292.0,osnovne studije
31.0,udovci,,industrijski,da,39635.0,osnovne studije
37.0,sami,bela,informacioni,,58018.0,master
21.0,sami,bela,industrijski,da,104975.0,osnovne studije
17.0,udovci,bela,,da,56803.0,osnovne studije
33.0,sami,druga,industrijski,da,47056.0,osnovne studije
43.0,u braku,crna,informacioni,,32349.0,doktorat
44.0,sami,crna,,ne,71042.0,master
43.0,u braku,bela,informacioni,da,51667.0,
46.0,u braku,bela,informacioni,da,48345.0,osnovne studije
37.0,,druga,,da,43897.0,master
51.0,sami,crna,industrijski,da,27303.0,doktorat
37.0,sami,druga,industrijski,da,58786.0,master
52.0,u braku,bela,industrijski,da,59349.0,osnovne studije
41.0,u braku,bela,industrijski,ne,49039.0,osnovne studije
33.0,sami,bela,informacioni,,61701.0,osnovne studije
38.0,u braku,druga,industrijski,,86514.0,osnovne studije
29.0,u braku,bela,informacioni,da,58309.0,doktorat
47.0,u braku,bela,informacioni,da,53095.0,osnovne studije
,u braku,bela,,da,73118.0,master
37.0,udovci,crna,,da,147191.0,master
37.0,u braku,bela,informacioni,da,42645.0,master
62.0,u braku,bela,informacioni,ne,77963.0,osnovne studije
39.0,u braku,,industrijski,da,37102.0,osnovne studije
33.0,u braku,azijska,informacioni,da,84681.0,osnovne studije
39.0,udovci,druga,informacioni,ne,71557.0,
27.0,u braku,crna,informacioni,da,45558.0,master
30.0,u braku,azijska,,da,84265.0,osnovne studije
29.0,u braku,bela,industrijski,da,74751.0,
51.0,u braku,bela,industrijski,,44144.0,osnovne studije
46.0,udovci,bela,informacioni,da,41395.0,master
44.0,u braku,bela,informacioni,da,,osnovne studije
54.0,u braku,,industrijski,da,63962.0,master
29.0,u braku,bela,informacioni,da,37270.0,osnovne studije
,sami,bela,industrijski,da,,osnovne studije
28.0,udovci,bela,informacioni,ne,70175.0,osnovne studije
32.0,udovci,crna,,da,124820.0,osnovne studije
47.0,sami,crna,industrijski,da,,doktorat
53.0,sami,bela,industrijski,da,49416.0,osnovne studije
25.0,sami,bela,informacioni,da,41003.0,master
31.0,u braku,bela,informacioni,ne,50066.0,master
36.0,u braku,bela,,ne,51610.0,osnovne studije
38.0,udovci,druga,informacioni,da,49054.0,doktorat
46.0,u braku,azijska,informacioni,da,,
28.0,u braku,bela,informacioni,da,43190.0,master
80.0,sami,bela,industrijski,da,37607.0,osnovne studije
31.0,sami,crna,informacioni,,45978.0,master
40.0,u braku,bela,industrijski,ne,,osnovne studije
43.0,u braku,bela,informacioni,da,48808.0,master
34.0,u braku,bela,industrijski,da,65393.0,doktorat
38.0,udovci,druga,industrijski,da,56354.0,doktorat
36.0,u braku,bela,informacioni,da,40645.0,osnovne studije
47.0,sami,bela,informacioni,da,64069.0,master
53.0,,bela,informacioni,da,29404.0,osnovne studije
24.0,u braku,bela,informacioni,da,70098.0,osnovne studije
35.0,sami,druga,informacioni,da,87626.0,master
31.0,sami,bela,informacioni,da,53453.0,master
25.0,u braku,azijska,informacioni,da,73577.0,master
51.0,u braku,,informacioni,ne,53658.0,osnovne studije
59.0,u braku,druga,informacioni,da,55326.0,osnovne studije
44.0,u braku,bela,industrijski,,64807.0,doktorat
51.0,sami,,informacioni,da,43618.0,osnovne studije
38.0,udovci,bela,informacioni,da,72900.0,osnovne studije
35.0,udovci,azijska,,da,55190.0,osnovne studije
51.0,udovci,crna,industrijski,da,74332.0,master
36.0,sami,druga,informacioni,da,60834.0,master
51.0,u braku,bela,informacioni,ne,67658.0,osnovne studije
33.0,sami,crna,,da,62959.0,osnovne studije
53.0,u braku,bela,industrijski,da,59573.0,osnovne studije
45.0,u braku,bela,industrijski,da,53721.0,osnovne studije
47.0,u braku,bela,industrijski,da,,osnovne studije
44.0,u braku,bela,industrijski,da,92836.0,doktorat
41.0,sami,druga,industrijski,da,50901.0,osnovne studije
33.0,,,industrijski,da,,master
46.0,u braku,bela,informacioni,ne,32557.0,doktorat
42.0,,druga,informacioni,da,74078.0,osnovne studije
40.0,u braku,bela,industrijski,da,55020.0,osnovne studije
42.0,u braku,crna,industrijski,da,88778.0,osnovne studije
33.0,sami,druga,industrijski,ne,40507.0,osnovne studije
33.0,,crna,informacioni,da,46910.0,master
44.0,u braku,bela,industrijski,da,29151.0,master
47.0,sami,crna,industrijski,da,22843.0,osnovne studije
59.0,u braku,bela,informacioni,da,86356.0,
43.0,sami,bela,industrijski,da,,master
23.0,u braku,crna,industrijski,da,60822.0,osnovne studije
40.0,sami,bela,industrijski,da,54676.0,osnovne studije
,u braku,bela,industrijski,da,60121.0,osnovne studije
15.0,u braku,azijska,,da,36269.0,osnovne studije
45.0,u braku,crna,informacioni,da,79473.0,master
39.0,u braku,bela,informacioni,da,76235.0,osnovne studije
39.0,udovci,bela,informacioni,da,62973.0,osnovne studije
48.0,u braku,crna,industrijski,da,72931.0,
33.0,sami,bela,informacioni,da,65144.0,master
35.0,u braku,bela,informacioni,da,50793.0,master
36.0,u braku,crna,industrijski,da,50077.0,osnovne studije
34.0,u braku,bela,informacioni,da,115704.0,
41.0,udovci,crna,industrijski,da,33679.0,doktorat
33.0,u braku,crna,industrijski,da,34560.0,osnovne studije
33.0,u braku,bela,industrijski,da,36692.0,master
41.0,u braku,bela,informacioni,da,36392.0,master
,u braku,azijska,industrijski,da,66576.0,osnovne studije
39.0,sami,crna,industrijski,da,42362.0,osnovne studije
61.0,udovci,bela,industrijski,ne,,osnovne studije
,u braku,bela,industrijski,da,50301.0,osnovne studije
30.0,udovci,bela,industrijski,ne,50078.0,master
45.0,u braku,bela,informacioni,da,81907.0,master
45.0,u braku,bela,industrijski,da,37897.0,master
41.0,u braku,crna,industrijski,da,49506.0,master
39.0,sami,bela,informacioni,da,38001.0,osnovne studije
31.0,sami,bela,industrijski,da,38585.0,osnovne studije
40.0,,bela,industrijski,,76758.0,master
33.0,u braku,bela,,da,26693.0,master
29.0,sami,bela,industrijski,da,39448.0,doktorat
43.0,u braku,bela,informacioni,da,69229.0,osnovne studije
25.0,u braku,druga,,da,42805.0,osnovne studije
35.0,u braku,bela,informacioni,da,44630.0,osnovne studije
23.0,sami,bela,industrijski,da,34494.0,
29.0,sami,bela,industrijski,ne,33377.0,osnovne studije
49.0,u braku,bela,industrijski,da,,
44.0,udovci,bela,informacioni,ne,92995.0,master
34.0,sami,bela,informacioni,da,23685.0,osnovne studije
42.0,u braku,druga,informacioni,ne,43396.0,osnovne studije
33.0,u braku,druga,informacioni,da,67760.0,osnovne studije
47.0,u braku,druga,industrijski,ne,67996.0,osnovne studije
45.0,u braku,bela,informacioni,da,65847.0,osnovne studije
53.0,u braku,bela,,da,51991.0,master
31.0,sami,bela,industrijski,da,,doktorat
42.0,udovci,bela,informacioni,da,54819.0,master
44.0,udovci,bela,industrijski,ne,71517.0,osnovne studije
39.0,sami,crna,industrijski,da,64175.0,master
37.0,u braku,bela,industrijski,da,64136.0,osnovne studije
45.0,u braku,bela,informacioni,da,35909.0,doktorat
46.0,u braku,bela,informacioni,da,48184.0,osnovne studije
49.0,u braku,bela,industrijski,ne,43553.0,master
64.0,u braku,bela,informacioni,da,,osnovne studije
47.0,,crna,informacioni,da,57239.0,
48.0,u braku,crna,industrijski,da,30529.0,master
30.0,sami,bela,industrijski,da,55319.0,osnovne studije
47.0,u braku,azijska,industrijski,,90581.0,osnovne studije
28.0,u braku,crna,,da,99668.0,master
41.0,u braku,bela,informacioni,da,,master
32.0,udovci,crna,industrijski,da,77683.0,
47.0,udovci,bela,informacioni,da,92028.0,osnovne studije
29.0,udovci,bela,industrijski,ne,86833.0,master
34.0,u braku,bela,informacioni,da,42279.0,osnovne studije
37.0,u braku,druga,informacioni,da,,
17.0,u braku,azijska,industrijski,da,40712.0,doktorat
38.0,u braku,bela,informacioni,ne,82410.0,
44.0,u braku,,informacioni,ne,44953.0,
,u braku,bela,informacioni,ne,65530.0,osnovne studije
40.0,u braku,azijska,industrijski,da,44452.0,osnovne studije
35.0,udovci,crna,informacioni,da,62980.0,master
,u braku,bela,industrijski,da,87290.0,osnovne studije
51.0,u braku,bela,industrijski,da,69727.0,osnovne studije
37.0,u braku,bela,informacioni,da,,osnovne studije
39.0,sami,druga,industrijski,da,37731.0,
55.0,u braku,bela,industrijski,ne,85604.0,
33.0,u braku,bela,,da,59646.0,osnovne studije
49.0,sami,bela,industrijski,ne,74883.0,osnovne studije
35.0,u braku,bela,,da,59151.0,
33.0,udovci,crna,informacioni,da,91678.0,osnovne studije
32.0,u braku,bela,industrijski,da,45576.0,
39.0,u braku,bela,industrijski,da,37502.0,master
33.0,u braku,druga,informacioni,da,53903.0,master
40.0,udovci,bela,,ne,48430.0,master
39.0,u braku,bela,informacioni,da,71382.0,
36.0,u braku,crna,industrijski,da,60319.0,master
48.0,sami,crna,informacioni,da,48331.0,osnovne studije
32.0,u braku,crna,industrijski,da,50804.0,master
32.0,udovci,azijska,informacioni,da,49907.0,osnovne studije
51.0,sami,azijska,informacioni,da,42530.0,osnovne studije
35.0,u braku,crna,industrijski,da,36993.0,osnovne studije
51.0,u braku,bela,informacioni,da,50542.0,
28.0,u braku,bela,informacioni,da,,osnovne studije
56.0,udovci,crna,,da,25303.0,osnovne studije
45.0,sami,crna,industrijski,da,37081.0,
14.0,sami,crna,informacioni,da,72035.0,doktorat
36.0,sami,azijska,informacioni,da,38778.0,osnovne studije
41.0,sami,azijska,industrijski,ne,21519.0,osnovne studije
26.0,udovci,druga,informacioni,ne,75736.0,master
,u braku,bela,industrijski,da,33617.0,osnovne studije
43.0,u braku,druga,informacioni,da,106244.0,master
47.0,u braku,crna,informacioni,ne,,osnovne studije
62.0,sami,crna,industrijski,da,112801.0,osnovne studije
51.0,,bela,informacioni,da,30328.0,osnovne studije
36.0,sami,azijska,informacioni,da,56208.0,master
20.0,u braku,bela,industrijski,da,56857.0,osnovne studije
34.0,,bela,informacioni,da,,osnovne studije
48.0,u braku,bela,industrijski,da,39797.0,osnovne studije
38.0,u braku,bela,,da,39189.0,master
38.0,u braku,bela,informacioni,da,59228.0,master
35.0,u braku,bela,industrijski,ne,44614.0,osnovne studije
52.0,u braku,bela,informacioni,da,57246.0,osnovne studije
40.0,u braku,druga,industrijski,ne,33431.0,osnovne studije
38.0,u braku,bela,informacioni,da,,osnovne studije
52.0,u braku,,informacioni,ne,31090.0,osnovne studije
41.0,udovci,crna,informacioni,ne,55337.0,master
32.0,,bela,informacioni,da,52501.0,osnovne studije
42.0,sami,druga,industrijski,da,64108.0,osnovne studije
53.0,u braku,bela,informacioni,da,52309.0,
43.0,sami,crna,informacioni,,80385.0,master
33.0,sami,azijska,industrijski,da,51598.0,doktorat
44.0,sami,bela,informacioni,da,58856.0,master
37.0,u braku,crna,industrijski,da,99233.0,osnovne studije
41.0,u braku,crna,industrijski,da,25300.0,osnovne studije
37.0,u braku,crna,industrijski,,80480.0,osnovne studije
29.0,u braku,bela,industrijski,ne,63191.0,osnovne studije
31.0,udovci,azijska,industrijski,,60390.0,osnovne studije
48.0,udovci,bela,informacioni,da,61405.0,
48.0,u braku,bela,,da,50737.0,osnovne studije
49.0,sami,crna,industrijski,da,51385.0,
52.0,u braku,druga,informacioni,da,,osnovne studije
58.0,udovci,,informacioni,,37220.0,osnovne studije
37.0,u braku,bela,informacioni,da,58483.0,master
31.0,sami,druga,informacioni,ne,71490.0,osnovne studije
49.0,u braku,crna,informacioni,da,44811.0,osnovne studije
29.0,sami,druga,industrijski,ne,,master
49.0,u braku,crna,industrijski,da,42675.0,osnovne studije
,u braku,crna,industrijski,da,80812.0,doktorat
45.0,udovci,bela,informacioni,da,111174.0,doktorat
44.0,u braku,bela,informacioni,ne,51918.0,osnovne studije
45.0,sami,crna,industrijski,da,33946.0,
36.0,sami,bela,,da,75405.0,master
29.0,u braku,,industrijski,da,69147.0,
21.0,u braku,bela,informacioni,da,,osnovne studije
46.0,u braku,bela,industrijski,da,39524.0,osnovne studije
40.0,u braku,bela,informacioni,da,47199.0,master
42.0,u braku,bela,industrijski,da,37202.0,master
,u braku,druga,informacioni,da,49750.0,doktorat
30.0,u braku,bela,informacioni,da,105316.0,doktorat
32.0,u braku,bela,industrijski,,43656.0,osnovne studije
53.0,udovci,crna,industrijski,da,72073.0,osnovne studije
49.0,u braku,bela,industrijski,da,47387.0,master
46.0,udovci,bela,industrijski,da,42309.0,osnovne studije
53.0,u braku,bela,industrijski,da,56264.0,osnovne studije
42.0,sami,bela,industrijski,da,39784.0,osnovne studije
56.0,u braku,bela,,ne,50846.0,osnovne studije
43.0,sami,bela,informacioni,da,40100.0,master
45.0,u braku,crna,informacioni,da,59073.0,doktorat
33.0,u braku,bela,informacioni,da,59491.0,osnovne studije
28.0,udovci,bela,informacioni,da,48024.0,osnovne studije
57.0,u braku,azijska,informacioni,ne,54908.0,
27.0,u braku,druga,informacioni,da,87729.0,master
44.0,u braku,azijska,,da,62606.0,osnovne studije
37.0,u braku,crna,industrijski,da,70345.0,osnovne studije
52.0,u braku,crna,industrijski,ne,55371.0,osnovne studije
31.0,u braku,bela,industrijski,da,112857.0,master
32.0,udovci,crna,industrijski,da,25548.0,
35.0,u braku,bela,informacioni,da,60551.0,master
48.0,u braku,bela,industrijski,da,50746.0,doktorat
39.0,u braku,bela,informacioni,ne,72212.0,osnovne studije
54.0,u braku,bela,industrijski,da,,osnovne studije
42.0,sami,azijska,informacioni,da,28217.0,master
28.0,sami,bela,,da,41440.0,osnovne studije
31.0,udovci,bela,industrijski,da,36327.0,master
47.0,u braku,bela,industrijski,da,68126.0,osnovne studije
27.0,u braku,bela,industrijski,da,47214.0,master
31.0,u braku,bela,informacioni,,42565.0,master
44.0,u braku,azijska,industrijski,da,37471.0,master
44.0,u braku,bela,industrijski,da,50864.0,osnovne studije
53.0,u braku,azijska,,da,95038.0,master
30.0,u braku,,informacioni,da,56346.0,osnovne studije
38.0,udovci,bela,informacioni,ne,,master
36.0,u braku,bela,informacioni,da,25635.0,osnovne studije
37.0,sami,azijska,industrijski,da,53123.0,master
41.0,u braku,crna,industrijski,da,78384.0,osnovne studije
,sami,bela,industrijski,da,48793.0,osnovne studije
57.0,u braku,azijska,industrijski,da,54333.0,osnovne studije
54.0,udovci,bela,informacioni,da,80164.0,osnovne studije
41.0,u braku,bela,informacioni,da,42495.0,master
29.0,u braku,bela,,da,,osnovne studije
37.0,udovci,bela,industrijski,ne,33415.0,osnovne studije
44.0,sami,crna,informacioni,da,33574.0,master
38.0,u braku,azijska,informacioni,ne,65747.0,master
40.0,u braku,bela,informacioni,da,40646.0,master
71.0,udovci,bela,industrijski,da,66287.0,doktorat
31.0,u braku,bela,informacioni,da,82352.0,osnovne studije
40.0,u braku,bela,informacioni,da,48484.0,osnovne studije
20.0,u braku,bela,industrijski,ne,22795.0,srednja skola
33.0,udovci,crna,informacioni,da,42975.0,osnovne studije
16.0,u braku,azijska,informacioni,da,58337.0,osnovne studije
34.0,sami,azijska,informacioni,da,92771.0,osnovne studije
39.0,u braku,bela,industrijski,ne,45267.0,master
40.0,sami,bela,informacioni,ne,57890.0,doktorat
53.0,sami,bela,informacioni,da,31356.0,osnovne studije
40.0,sami,crna,informacioni,da,35674.0,osnovne studije
36.0,sami,bela,industrijski,da,34880.0,master
,u braku,azijska,industrijski,da,38837.0,master
48.0,u braku,bela,industrijski,da,49662.0,osnovne studije
21.0,sami,,informacioni,da,93164.0,doktorat
53.0,,bela,informacioni,ne,38053.0,master
33.0,u braku,druga,informacioni,da,59845.0,master
21.0,u braku,crna,informacioni,ne,48873.0,osnovne studije
49.0,sami,bela,industrijski,da,35217.0,
37.0,u braku,crna,industrijski,da,50978.0,osnovne studije
34.0,u braku,bela,informacioni,da,119443.0,osnovne studije
31.0,sami,crna,informacioni,ne,58873.0,osnovne studije
43.0,sami,bela,informacioni,ne,59021.0,osnovne studije
29.0,u braku,bela,informacioni,ne,,osnovne studije
41.0,u braku,druga,industrijski,da,47123.0,osnovne studije
42.0,sami,bela,industrijski,da,,master
25.0,u braku,crna,informacioni,da,71287.0,osnovne studije
28.0,u braku,bela,informacioni,da,,master
47.0,,bela,informacioni,da,59045.0,master
42.0,u braku,bela,informacioni,da,57130.0,osnovne studije
35.0,sami,bela,industrijski,da,45889.0,osnovne studije
28.0,,crna,industrijski,ne,62520.0,osnovne studije
,u braku,crna,informacioni,da,47883.0,master
51.0,sami,crna,informacioni,ne,31296.0,master
34.0,u braku,bela,industrijski,da,36242.0,master
54.0,u braku,bela,informacioni,ne,89294.0,osnovne studije
38.0,sami,bela,informacioni,da,71643.0,
51.0,u braku,,,da,42821.0,doktorat
45.0,sami,crna,informacioni,da,63941.0,
52.0,,druga,informacioni,da,62741.0,osnovne studije
26.0,u braku,bela,informacioni,ne,55828.0,osnovne studije
33.0,u braku,,informacioni,da,34866.0,osnovne studije
36.0,u braku,druga,informacioni,da,69865.0,osnovne studije
51.0,sami,azijska,industrijski,da,29587.0,osnovne studije
28.0,u braku,druga,informacioni,da,75543.0,osnovne studije
53.0,sami,crna,industrijski,da,51879.0,osnovne studije
36.0,u braku,azijska,informacioni,ne,52366.0,osnovne studije
14.0,udovci,bela,industrijski,da,48713.0,osnovne studije
,udovci,bela,informacioni,ne,71909.0,osnovne studije
25.0,u braku,bela,informacioni,da,31626.0,osnovne studije
41.0,sami,druga,industrijski,da,,osnovne studije
24.0,u braku,crna,informacioni,da,71833.0,osnovne studije
44.0,u braku,bela,industrijski,ne,48195.0,osnovne studije
47.0,u braku,crna,industrijski,da,46688.0,osnovne studije
49.0,u braku,azijska,informacioni,da,74420.0,osnovne studije
38.0,u braku,bela,informacioni,da,48301.0,osnovne studije
40.0,u braku,bela,industrijski,da,48270.0,master
48.0,u braku,bela,informacioni,da,113704.0,doktorat
,udovci,bela,industrijski,da,46993.0,osnovne studije
43.0,u braku,,informacioni,ne,79593.0,osnovne studije
58.0,u braku,azijska,industrijski,ne,83894.0,
38.0,sami,druga,industrijski,da,57726.0,osnovne studije
44.0,u braku,druga,industrijski,da,107245.0,osnovne studije
,udovci,bela,informacioni,da,41668.0,master
28.0,udovci,bela,informacioni,da,,osnovne studije
30.0,sami,bela,industrijski,ne,52857.0,osnovne studije
46.0,u braku,,informacioni,da,,doktorat
55.0,u braku,azijska,industrijski,da,58628.0,osnovne studije
52.0,u braku,,informacioni,da,50935.0,osnovne studije
48.0,u braku,bela,,da,46794.0,osnovne studije
56.0,u braku,bela,,da,67434.0,doktorat
27.0,udovci,bela,informacioni,da,59954.0,osnovne studije
31.0,u braku,bela,industrijski,da,56004.0,osnovne studije
,u braku,bela,informacioni,da,35982.0,osnovne studije
46.0,u braku,azijska,,da,88608.0,doktorat
54.0,u braku,druga,industrijski,ne,42670.0,doktorat
49.0,sami,azijska,informacioni,ne,100177.0,osnovne studije
42.0,u braku,,informacioni,da,44128.0,osnovne studije
53.0,sami,bela,informacioni,ne,111654.0,osnovne studije
50.0,,bela,informacioni,da,90631.0,osnovne studije
38.0,sami,crna,industrijski,da,46896.0,osnovne studije
38.0,sami,crna,informacioni,da,75378.0,master
40.0,u braku,crna,informacioni,ne,38170.0,osnovne studije
31.0,udovci,bela,industrijski,ne,37138.0,osnovne studije
46.0,udovci,crna,industrijski,da,52308.0,master
40.0,sami,crna,industrijski,ne,77749.0,doktorat
48.0,u braku,bela,informacioni,da,100065.0,osnovne studije
55.0,u braku,bela,industrijski,da,80052.0,osnovne studije
37.0,udovci,bela,industrijski,da,81229.0,osnovne studije
34.0,udovci,bela,informacioni,da,86538.0,master
41.0,udovci,azijska,informacioni,da,34764.0,osnovne studije
39.0,u braku,bela,informacioni,,42150.0,master
34.0,u braku,crna,industrijski,ne,35616.0,osnovne studije
